Unnamed: 0,mod_date,pub_date,cvss,cwe_code,cwe_name,summary,access_authentication,access_complexity,access_vector,impact_availability,impact_confidentiality,impact_integrity
CVE-2019-5630,2019-10-09 23:51:00,2019-07-03 17:15:00,6.8,352, Cross-Site Request Forgery (CSRF),A Cross-Site Request Forgery (CSRF) vulnerability was found in Rapid7 Nexpose InsightVM Security Console versions 6.5.0 through 6.5.68. This issue allows attackers to exploit CSRF vulnerabilities on API endpoints using Flash to circumvent a cross-domain pre-flight OPTIONS request.,NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-5629,2019-10-09 23:51:00,2019-07-13 01:15:00,7.2,264, Permissions Privileges and Access Controls,"Rapid7 Insight Agent, version 2.6.3 and prior, suffers from a local privilege escalation due to an uncontrolled DLL search path. Specifically, when Insight Agent 2.6.3 and prior starts, the Python interpreter attempts to load python3.dll at ""C:\DLLs\python3.dll,"" which normally is writable by locally authenticated users. Because of this, a malicious local user could use Insight Agent's startup conditions to elevate to SYSTEM privileges. This issue was fixed in Rapid7 Insight Agent 2.6.4.",NONE,LOW,LOCAL,COMPLETE,COMPLETE,COMPLETE
CVE-2019-5627,2019-10-09 23:51:00,2019-05-22 18:29:00,4.3,255, Credentials Management,"The iOS mobile application BlueCats Reveal before 5.14 stores the username and password in the app cache as base64 encoded strings, i.e. clear text. These persist in the cache even if the user logs out. This can allow an attacker to compromise the affected BlueCats network implementation. The attacker would first need to gain physical control of the iOS device or compromise it with a malicious app.",NONE,MEDIUM,NETWORK,NONE,PARTIAL,NONE
CVE-2019-5626,2019-10-09 23:51:00,2019-05-22 18:29:00,2.1,255, Credentials Management,The Android mobile application BlueCats Reveal before 3.0.19 stores the username and password in a clear text file. This file persists until the user logs out or the session times out from non-usage (30 days of no user activity). This can allow an attacker to compromise the affected BlueCats network implementation. The attacker would first need to gain physical control of the Android device or compromise it with a malicious app.,NONE,LOW,LOCAL,NONE,PARTIAL,NONE
CVE-2019-5625,2019-10-09 23:51:00,2019-05-22 18:29:00,4.3,264, Permissions Privileges and Access Controls,"The Android mobile application Halo Home before 1.11.0 stores OAuth authentication and refresh access tokens in a clear text file. This file persists until the user logs out of the application and reboots the device. This vulnerability can allow an attacker to impersonate the legitimate user by reusing the stored OAuth token, thus allowing them to view and change the user's personal information stored in the backend cloud service. The attacker would first need to gain physical control of the Android device or compromise it with a malicious app.",NONE,MEDIUM,NETWORK,NONE,PARTIAL,NONE
CVE-2019-5624,2019-10-09 23:51:00,2019-04-30 17:29:00,6.5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Rapid7 Metasploit Framework suffers from an instance of CWE-22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') in the Zip import function of Metasploit. Exploiting this vulnerability can allow an attacker to execute arbitrary code in Metasploit at the privilege level of the user running Metasploit. This issue affects: Rapid7 Metasploit Framework version 4.14.0 and prior versions.",SINGLE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-5616,2019-10-09 23:50:00,2019-03-15 21:29:00,5.0,200, Information Exposure,"CircuitWerkes Sicon-8, a hardware device used for managing electrical devices, ships with a web-based front-end controller and implements an authentication mechanism in JavaScript that is run in the context of a user's web browser.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-5615,2019-10-09 23:50:00,2019-04-09 16:29:00,3.5,255, Credentials Management,"Users with Site-level permissions can access files containing the username-encrypted passwords of Security Console Global Administrators and clear-text passwords for restoring backups, as well as the salt for those passwords. Valid credentials are required to access these files and malicious users would still need to perform additional work to decrypt the credentials and escalate privileges. This issue affects: Rapid7 InsightVM versions 6.5.11 through 6.5.49.",SINGLE,MEDIUM,NETWORK,NONE,PARTIAL,NONE
CVE-2019-5484,2019-10-09 23:50:00,2019-09-13 18:15:00,5.0,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Bower before 1.8.8 has a path traversal vulnerability permitting file write in arbitrary locations via install command, which allows attackers to write arbitrary files when a malicious package is extracted.",NONE,LOW,NETWORK,NONE,NONE,PARTIAL
CVE-2019-5483,2019-10-09 23:50:00,2019-09-09 17:15:00,5.0,209, Information Exposure Through an Error Message,Seneca < 3.9.0 contains a vulnerability that could lead to exposing environment variables to unauthorized users.,NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-5480,2019-10-09 23:50:00,2019-09-03 20:15:00,5.0,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),A path traversal vulnerability in <= v0.9.7 of statichttpserver npm module allows attackers to list files in arbitrary folders.,NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-5479,2019-10-09 23:50:00,2019-09-03 20:15:00,5.0,74, Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),An unintended require vulnerability in <v0.5.5 larvitbase-api may allow an attacker to load arbitrary non-production code (JavaScript file).,NONE,LOW,NETWORK,NONE,NONE,PARTIAL
CVE-2019-5478,2019-10-09 23:50:00,2019-09-03 20:15:00,2.1,20, Improper Input Validation,A weakness was found in Encrypt Only boot mode in Zynq UltraScale+ devices. This could lead to an adversary being able to modify the control fields of the boot image leading to an incorrect secure boot behavior.,NONE,LOW,LOCAL,NONE,NONE,PARTIAL
CVE-2019-5476,2019-10-09 23:50:00,2019-08-07 17:15:00,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),An SQL Injection in the Nextcloud Lookup-Server < v0.3.0 (running on https://lookup.nextcloud.com) caused unauthenticated users to be able to execute arbitrary SQL commands.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-5475,2019-10-09 23:50:00,2019-09-03 20:15:00,9.0,78, Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),"The Nexus Yum Repository Plugin in v2 is vulnerable to Remote Code Execution when instances using CommandLineExecutor.java are supplied vulnerable data, such as the Yum Configuration Capability.",SINGLE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2019-5473,2019-10-09 23:50:00,2019-09-09 18:15:00,6.5,287, Improper Authentication,An authentication issue was discovered in GitLab that allowed a bypass of email verification. This was addressed in GitLab 12.1.2 and 12.0.4.,SINGLE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-5471,2019-10-09 23:50:00,2019-09-09 18:15:00,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"An input validation and output encoding issue was discovered in the GitLab email notification feature which could result in a persistent XSS. This was addressed in GitLab 12.1.2, 12.0.4, and 11.11.6.",SINGLE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-5467,2019-10-09 23:50:00,2019-09-09 18:15:00,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"An input validation and output encoding issue was discovered in the GitLab CE/EE wiki pages feature which could result in a persistent XSS. This vulnerability was addressed in 12.1.2, 12.0.4, and 11.11.6.",SINGLE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-5463,2019-10-09 23:50:00,2019-09-09 18:15:00,5.0,862, Missing Authorization,"An authorization issue was discovered in the GitLab CE/EE CI badge images endpoint which could result in disclosure of the build status. This vulnerability was addressed in 12.1.2, 12.0.4, and 11.11.6.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-5461,2019-10-09 23:50:00,2019-09-09 17:15:00,4.0,20, Improper Input Validation,"An input validation problem was discovered in the GitHub service integration which could result in an attacker being able to make arbitrary POST requests in a GitLab instance's internal network. This vulnerability was addressed in 12.1.2, 12.0.4, and 11.11.6.",SINGLE,LOW,NETWORK,NONE,NONE,PARTIAL
CVE-2019-5458,2019-10-09 23:50:00,2019-07-30 21:15:00,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in http-file-server (all versions) allows an attacker with access to the server file system to execute arbitrary JavaScript code in victim's browser.,SINGLE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-5457,2019-10-09 23:50:00,2019-07-30 21:15:00,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in min-http-server (all versions) allows an attacker with access to the server file system to execute arbitrary JavaScript code in victim's browser.,SINGLE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-5456,2019-10-09 23:50:00,2019-07-30 21:15:00,4.3,255, Credentials Management,SMTP MITM refers to a malicious actor setting up an SMTP proxy server between the UniFi Controller version <= 5.10.21 and their actual SMTP server to record their SMTP credentials for malicious use later.,NONE,MEDIUM,NETWORK,NONE,PARTIAL,NONE
CVE-2019-5455,2019-10-09 23:50:00,2019-07-30 21:15:00,4.6,287, Improper Authentication,Bypassing lock protection exists in Nextcloud Android app 3.6.0 when creating a multi-account and aborting the process.,NONE,LOW,LOCAL,PARTIAL,PARTIAL,PARTIAL
CVE-2019-5454,2019-10-09 23:50:00,2019-07-30 21:15:00,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),SQL Injection in the Nextcloud Android app prior to version 3.0.0 allows to destroy a local cache when a harmful query is executed requiring to resetup the account.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-5453,2019-10-09 23:50:00,2019-07-30 21:15:00,3.6,284, Improper Access Control,Bypass lock protection in the Nextcloud Android app prior to version 3.3.0 allowed access to files when being prompted for the lock protection and switching to the Nextcloud file provider.,NONE,LOW,LOCAL,NONE,PARTIAL,PARTIAL
CVE-2019-5452,2019-10-09 23:50:00,2019-07-30 21:15:00,2.1,20, Improper Input Validation,Bypass lock protection in the Nextcloud Android app prior to version 3.6.2 causes leaking of thumbnails when requesting the Android content provider although the lock protection was not solved.,NONE,LOW,LOCAL,NONE,PARTIAL,NONE
CVE-2019-5451,2019-10-09 23:50:00,2019-07-30 21:15:00,2.1,20, Improper Input Validation,Bypass lock protection in the Nextcloud Android app prior to version 3.6.1 allows accessing the files when repeatedly opening and closing the app in a very short time.,NONE,LOW,LOCAL,NONE,PARTIAL,NONE
CVE-2019-5450,2019-10-09 23:50:00,2019-07-30 21:15:00,4.6,94, Improper Control of Generation of Code ('Code Injection'),Improper sanitization of HTML in directory names in the Nextcloud Android app prior to version 3.7.0 allowed to style the directory name in the header bar when using basic HTML.,NONE,LOW,LOCAL,PARTIAL,PARTIAL,PARTIAL
CVE-2019-5449,2019-10-09 23:50:00,2019-07-30 21:15:00,4.0,200, Information Exposure,A missing check in the Nextcloud Server prior to version 15.0.1 causes leaking of calendar event names when adding or modifying confidential or private events.,SINGLE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-5448,2019-10-09 23:50:00,2019-07-30 21:15:00,4.3,310, Cryptographic Issues,Yarn before 1.17.3 is vulnerable to Missing Encryption of Sensitive Data due to HTTP URLs in lockfile causing unencrypted authentication data to be sent over the network.,NONE,MEDIUM,NETWORK,NONE,PARTIAL,NONE
CVE-2019-5447,2019-10-09 23:50:00,2019-07-15 18:15:00,5.0,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),A path traversal vulnerability in <= v0.2.6 of http-file-server npm module allows attackers to list files in arbitrary folders.,NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-5446,2019-10-09 23:50:00,2019-07-10 20:15:00,9.0,77, Improper Neutralization of Special Elements used in a Command ('Command Injection'),Command Injection in EdgeMAX EdgeSwitch prior to 1.8.2 allow an Admin user to execute commands as root.,SINGLE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2019-5445,2019-10-09 23:50:00,2019-07-10 20:15:00,4.0,77, Improper Neutralization of Special Elements used in a Command ('Command Injection'),DoS in EdgeMAX EdgeSwitch prior to 1.8.2 allow an Admin user to Crash the SSH CLI interface by using crafted commands.,SINGLE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2019-5444,2019-10-09 23:50:00,2019-07-10 20:15:00,5.0,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Path traversal vulnerability in version up to v1.1.3 in serve-here.js npm module allows attackers to list any file in arbitrary folder.,NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-5443,2019-10-09 23:50:00,2019-07-02 19:15:00,4.6,94, Improper Control of Generation of Code ('Code Injection'),"A non-privileged user or program can put code and a config file in a known non-privileged path (under C:/usr/local/) that will make curl <= 7.65.1 automatically run the code (as an openssl ""engine"") on invocation. If that curl is invoked by a privileged user it can do anything it wants.",NONE,LOW,LOCAL,PARTIAL,PARTIAL,PARTIAL
CVE-2019-5442,2019-10-09 23:50:00,2019-06-12 16:29:00,5.0,400, Uncontrolled Resource Consumption,"XML Entity Expansion (Billion Laughs Attack) on Pippo 1.12.0 results in Denial of Service.Entities are created recursively and large amounts of heap memory is taken. Eventually, the JVM process will run out of memory. Otherwise, if the OS does not bound the memory on that process, memory will continue to be exhausted and will affect other processes on the system.",NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2019-5440,2019-10-09 23:50:00,2019-05-28 19:29:00,6.8,338, Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG),"Use of cryptographically weak PRNG in the password recovery token generation of Revive Adserver < v4.2.1 causes a potential authentication bypass attack if an attacker exploits the password recovery functionality. In lib/OA/Dal/PasswordRecovery.php, the function generateRecoveryId() generates a password reset token that relies on the PHP uniqid function and consequently depends only on the current server time, which is often visible in an HTTP Date header.",NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-5438,2019-10-09 23:50:00,2019-05-10 22:29:00,5.0,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Path traversal using symlink in npm harp module versions <= 0.29.0.,NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-5437,2019-10-09 23:50:00,2019-05-10 22:29:00,5.0,200, Information Exposure,Information exposure through the directory listing in npm's harp module allows to access files that are supposed to be ignored according to the harp server rules.Vulnerable versions are <= 0.29.0 and no fix was applied to our knowledge.,NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-5434,2019-10-09 23:50:00,2019-05-06 17:29:00,7.5,502, Deserialization of Untrusted Data,"An attacker could send a specifically crafted payload to the XML-RPC invocation script and trigger the unserialize() call on the ""what"" parameter in the ""openads.spc"" RPC method. Such vulnerability could be used to perform various types of attacks, e.g. exploit serialize-related PHP vulnerabilities or PHP object injection. It is possible, although unconfirmed, that the vulnerability has been used by some attackers in order to gain access to some Revive Adserver instances and deliver malware through them to third party websites. This vulnerability was addressed in version 4.2.0.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-5433,2019-10-09 23:50:00,2019-05-06 17:29:00,5.8,601, URL Redirection to Untrusted Site ('Open Redirect'),"A user having access to the UI of a Revive Adserver instance could be tricked into clicking on a specifically crafted admin account-switch.php URL that would eventually lead them to another (unsafe) domain, potentially used for stealing credentials or other phishing attacks. This vulnerability was addressed in version 4.2.0.",NONE,MEDIUM,NETWORK,NONE,PARTIAL,PARTIAL
CVE-2019-5432,2019-10-09 23:50:00,2019-05-06 17:29:00,5.0,20, Improper Input Validation,"A specifically malformed MQTT Subscribe packet crashes MQTT Brokers using the mqtt-packet module versions < 3.5.1, 4.0.0 - 4.1.3, 5.0.0 - 5.6.1, 6.0.0 - 6.1.2 for decoding.",NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2019-5431,2019-10-09 23:50:00,2019-05-06 17:29:00,5.5,255, Credentials Management,"This vulnerability was caused by an incomplete fix to CVE-2017-0911. Twitter Kit for iOS versions 3.0 to 3.4.0 is vulnerable to a callback verification flaw in the ""Login with Twitter"" component allowing an attacker to provide alternate credentials. In the final step of ""Login with Twitter"" authentication information is passed back to the application using the registered custom URL scheme (typically twitterkit-<consumer-key>) on iOS. Because the callback handler did not verify the authenticity of the response, this step is vulnerable to forgery, potentially allowing attacker to associate a Twitter account with a third-party service.",SINGLE,LOW,NETWORK,NONE,PARTIAL,PARTIAL
CVE-2019-5430,2019-10-09 23:50:00,2019-05-06 17:29:00,6.8,352, Cross-Site Request Forgery (CSRF),"In UniFi Video 3.10.0 and prior, due to the lack of CSRF protection, it is possible to abuse the Web API to make changes on the server configuration without the user consent, requiring the attacker to lure an authenticated user to access on attacker controlled page.",NONE,MEDIUM,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-5426,2019-10-09 23:50:00,2019-04-10 18:29:00,5.8,284, Improper Access Control,"In Ubiquiti Networks EdgeSwitch X v1.1.0 and prior, an unauthenticated user can use the ""local port forwarding"" and ""dynamic port forwarding"" (SOCKS proxy) functionalities. Remote attackers without credentials can exploit this bug to access local services or forward traffic through the device if SSH is enabled in the system settings.",NONE,MEDIUM,NETWORK,NONE,PARTIAL,PARTIAL
CVE-2019-5424,2019-10-09 23:50:00,2019-04-10 18:29:00,9.0,77, Improper Neutralization of Special Elements used in a Command ('Command Injection'),"In Ubiquiti Networks EdgeSwitch X v1.1.0 and prior, a privileged user can execute arbitrary shell commands over the SSH CLI interface. This allows to execute shell commands under the root user.",SINGLE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2019-5423,2019-10-09 23:50:00,2019-04-03 15:29:00,5.0,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Path traversal vulnerability in http-live-simulator npm package version 1.0.5 allows arbitrary path to be accessed on the file system by a remote attacker.,NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-5422,2019-10-09 23:50:00,2019-04-03 15:29:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),XSS in buttle npm package version 0.2.0 causes execution of attacker-provided code in the victim's browser when an attacker creates an arbitrary file on the server.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-5421,2019-10-09 23:50:00,2019-04-03 15:29:00,7.5,254, 7PK - Security Features,"Plataformatec Devise version 4.5.0 and earlier, using the lockable module contains a CWE-367 vulnerability in The `Devise::Models::Lockable` class, more specifically at the `#increment_failed_attempts` method. File location: lib/devise/models/lockable.rb that can result in Multiple concurrent requests can prevent an attacker from being blocked on brute force attacks. This attack appear to be exploitable via Network connectivity - brute force attacks. This vulnerability appears to have been fixed in 4.6.0 and later.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-5420,2019-10-09 23:50:00,2019-03-27 14:29:00,7.5,20, Improper Input Validation,"A remote code execution vulnerability in development mode Rails <5.2.2.1, <6.0.0.beta3 can allow an attacker to guess the automatically generated development mode secret token. This secret token can be used in combination with other Rails internals to escalate to a remote code execution exploit.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-5416,2019-10-09 23:50:00,2019-03-21 16:01:00,5.0,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),A path traversal vulnerability in localhost-now npm package version 1.0.2 allows the attackers to read content of arbitrary files on the remote server.,NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-5415,2019-10-09 23:50:00,2019-03-21 16:01:00,5.0,200, Information Exposure,A bug in handling the ignore files and directories feature in serve 6.5.3 allows an attacker to read a file or list the directory that the victim has not allowed access to.,NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-5414,2019-10-09 23:50:00,2019-03-21 16:01:00,9.3,78, Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),"If an attacker can control the port, which in itself is a very sensitive value, they can inject arbitrary OS commands due to the usage of the exec function in a third-party module kill-port < 1.3.2.",NONE,MEDIUM,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2019-5413,2019-10-09 23:50:00,2019-03-21 16:01:00,7.5,77, Improper Neutralization of Special Elements used in a Command ('Command Injection'),An attacker can use the format parameter to inject arbitrary commands in the npm package morgan < 1.9.1.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2019-5040,2019-10-09 23:50:00,2019-08-20 21:15:00,5.0,190, Integer Overflow or Wraparound,"An exploitable information disclosure vulnerability exists in the Weave MessageLayer parsing of Openweave-core version 4.0.2 and Nest Cam IQ Indoor version 4620002. A specially crafted weave packet can cause an integer overflow to occur, resulting in PacketBuffer data reuse. An attacker can send a packet to trigger this vulnerability.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-4571,2019-10-09 23:50:00,2019-09-25 20:15:00,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),IBM Content Navigator 3.0CD is vulnerable to cross-site scripting. This vulnerability allows users to embed arbitrary JavaScript code in the Web UI thus altering the intended functionality potentially leading to credentials disclosure within a trusted session. IBM X-Force ID: 166721.,SINGLE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-4566,2019-10-09 23:50:00,2019-09-24 14:15:00,2.1,312, Cleartext Storage of Sensitive Information,IBM Security Key Lifecycle Manager 3.0 and 3.0.1 stores user credentials in plain in clear text which can be read by a local user. IBM X-Force ID: 166627.,NONE,LOW,LOCAL,NONE,PARTIAL,NONE
CVE-2019-4565,2019-10-09 23:50:00,2019-09-20 16:15:00,5.0,521, Weak Password Requirements,"IBM Security Key Lifecycle Manager 3.0 and 3.0.1 does not require that users should have strong passwords by default, which makes it easier for attackers to compromise user accounts. IBM X-Force ID: 166626.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-4564,2019-10-09 23:50:00,2019-10-04 14:15:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"IBM Security Key Lifecycle Manager 2.6, 2.7, 3.0, and 3.0.1 is vulnerable to cross-site scripting. This vulnerability allows users to embed arbitrary JavaScript code in the Web UI thus altering the intended functionality potentially leading to credentials disclosure within a trusted session.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-4549,2019-10-09 23:50:00,2019-10-02 15:15:00,5.0,922, Insecure Storage of Sensitive Information,IBM Security Directory Server 6.4.0 discloses sensitive information to unauthorized users. The information can be used to mount further attacks on the system. IBM X-Force ID: 165951.,NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-4542,2019-10-09 23:50:00,2019-10-02 15:15:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),IBM Security Directory Server 6.4.0 is vulnerable to cross-site scripting. This vulnerability allows users to embed arbitrary JavaScript code in the Web UI thus altering the intended functionality potentially leading to credentials disclosure within a trusted session. IBM X-Force ID: 165815.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-4539,2019-10-09 23:50:00,2019-10-02 15:15:00,5.5,91, XML Injection (aka Blind XPath Injection),"IBM Security Directory Server 6.4.0 does not properly neutralize special elements that are used in XML, allowing attackers to modify the syntax, content, or commands of the XML before it is processed by an end system. IBM X-Force ID: 165812.",SINGLE,LOW,NETWORK,PARTIAL,NONE,PARTIAL
CVE-2019-4538,2019-10-09 23:50:00,2019-10-02 15:15:00,5.8,601, URL Redirection to Untrusted Site ('Open Redirect'),"IBM Security Directory Server 6.4.0 could allow a remote attacker to conduct phishing attacks, using an open redirect attack. By persuading a victim to visit a specially-crafted Web site, a remote attacker could exploit this vulnerability to spoof the URL displayed to redirect a user to a malicious Web site that would appear to be trusted. This could allow the attacker to obtain highly sensitive information or conduct further attacks against the victim. IBM X-Force ID: 165660.",NONE,MEDIUM,NETWORK,NONE,PARTIAL,PARTIAL
CVE-2019-4536,2019-10-09 23:50:00,2019-08-29 15:15:00,3.3,264, Permissions Privileges and Access Controls,IBM i 7.4 users who have done a Restore User Profile (RSTUSRPRF) on a system which has been configured with Db2 Mirror for i might have user profiles with elevated privileges caused by incorrect processing during a restore of multiple user profiles. A user with restore privileges could exploit this vulnerability to obtain elevated privileges on the restored system. IBM X-Force ID: 165592.,NONE,MEDIUM,LOCAL,NONE,PARTIAL,PARTIAL
CVE-2019-4520,2019-10-09 23:50:00,2019-10-02 15:15:00,5.0,307, Improper Restriction of Excessive Authentication Attempts,IBM Security Directory Server 6.4.0 uses an inadequate account lockout setting that could allow a remote attacker to brute force account credentials. IBM X-Force ID: 165178.,NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-4515,2019-10-09 23:50:00,2019-09-24 14:15:00,4.3,352, Cross-Site Request Forgery (CSRF),IBM Security Key Lifecycle Manager 3.0 and 3.0.1 is vulnerable to cross-site request forgery which could allow an attacker to execute malicious and unauthorized actions transmitted from a user that the website trusts. IBM X-Force ID: 165137.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-4514,2019-10-09 23:50:00,2019-10-04 14:15:00,5.0,863, Incorrect Authorization,"IBM Security Key Lifecycle Manager 2.6, 2.7, 3.0, and 3.0.1 discloses sensitive information to unauthorized users. The information can be used to mount further attacks on the system. IBM X-Force ID: 165136.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-4513,2019-10-09 23:50:00,2019-08-26 15:15:00,6.4,611, Improper Restriction of XML External Entity Reference,IBM Security Access Manager for Enterprise Single Sign-On 8.2.2 is vulnerable to an XML External Entity Injection (XXE) attack when processing XML data. A remote attacker could exploit this vulnerability to expose sensitive information or consume memory resources. IBM X-Force ID: 164555.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,NONE
CVE-2019-4505,2019-10-09 23:50:00,2019-09-20 16:15:00,5.0,200, Information Exposure,"IBM WebSphere Application Server 7.0, 8.0, 8.5, and 9.0 Network Deployment could allow a remote attacker to obtain sensitive information, caused by sending a specially-crafted URL. This can lead the attacker to view any file in a certain directory. IBM X-Force ID: 164364.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2019-4497,2019-10-09 23:50:00,2019-10-01 15:15:00,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"IBM Jazz Reporting Service (JRS) 6.0, 6.0.1, 6.0.2, 6.0.3, 6.0.4, 6.0.5, 6.0.6, and 6.0.6.1 is vulnerable to cross-site scripting. This vulnerability allows users to embed arbitrary JavaScript code in the Web UI thus altering the intended functionality potentially leading to credentials disclosure within a trusted session. IBM X-Force ID: 164118.",SINGLE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-4495,2019-10-09 23:50:00,2019-10-01 15:15:00,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"IBM Jazz Reporting Service (JRS) 6.0, 6.0.1, 6.0.2, 6.0.3, 6.0.4, 6.0.5, 6.0.6, and 6.0.6.1 is vulnerable to cross-site scripting. This vulnerability allows users to embed arbitrary JavaScript code in the Web UI thus altering the intended functionality potentially leading to credentials disclosure within a trusted session. IBM X-Force ID: 164116.",SINGLE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-4494,2019-10-09 23:50:00,2019-10-01 15:15:00,3.5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"IBM Jazz Reporting Service (JRS) 6.0, 6.0.1, 6.0.2, 6.0.3, 6.0.4, 6.0.5, 6.0.6, and 6.0.6.1 is vulnerable to cross-site scripting. This vulnerability allows users to embed arbitrary JavaScript code in the Web UI thus altering the intended functionality potentially leading to credentials disclosure within a trusted session. IBM X-Force ID: 164115.",SINGLE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2019-4485,2019-10-09 23:50:00,2019-08-20 19:15:00,4.0,200, Information Exposure,"IBM Emptoris Sourcing 10.1.0 through 10.1.3, IBM Contract Management 10.1.0 through 10.1.3, and IBM Emptoris Spend Analysis 10.1.0 through 10.1.3 generates an error message that includes sensitive information that could be used in further attacks against the system. IBM X-Force ID: 164069.",SINGLE,LOW,NETWORK,NONE,PARTIAL,NONE
